"Dist Code","Year","State Code","State Name","Dist Name","RICE AREA (1000 ha)","RICE PRODUCTION (1000 tons)","RICE YIELD (Kg per ha)"
"1","1966","14","Chhattisgarh","Durg","548.0","185.0","337.59"
"1","1967","14","Chhattisgarh","Durg","547.0","409.0","747.71"
"1","1968","14","Chhattisgarh","Durg","556.3","468.0","841.27"
"1","1969","14","Chhattisgarh","Durg","563.4","400.8","711.4"
"1","1970","14","Chhattisgarh","Durg","571.6","473.6","828.55"
"1","1971","14","Chhattisgarh","Durg","581.8","412.9","709.69"
"1","1972","14","Chhattisgarh","Durg","582.2","381.0","654.41"
"1","1973","14","Chhattisgarh","Durg","600.0","471.9","786.5"
"1","1974","14","Chhattisgarh","Durg","587.4","219.0","372.83"
"1","1975","14","Chhattisgarh","Durg","598.3","454.0","758.82"
"1","1976","14","Chhattisgarh","Durg","593.6","327.1","551.04"
"1","1977","14","Chhattisgarh","Durg","600.7","572.4","952.89"
"1","1978","14","Chhattisgarh","Durg","612.5","362.2","591.35"
"1","1979","14","Chhattisgarh","Durg","616.8","330.6","535.99"
"1","1980","14","Chhattisgarh","Durg","634.9","515.6","812.1"
"1","1981","14","Chhattisgarh","Durg","630.0","506.9","804.6"
"1","1982","14","Chhattisgarh","Durg","627.9","513.3","817.49"
"1","1983","14","Chhattisgarh","Durg","626.7","711.0","1134.51"
"1","1984","14","Chhattisgarh","Durg","632.2","563.8","891.81"
"1","1985","14","Chhattisgarh","Durg","630.8","699.8","1109.38"
"1","1986","14","Chhattisgarh","Durg","643.0","525.0","816.49"
"1","1987","14","Chhattisgarh","Durg","648.0","523.0","807.1"
"1","1988","14","Chhattisgarh","Durg","652.7","549.7","842.19"
"1","1989","14","Chhattisgarh","Durg","660.2","457.3","692.67"
"1","1990","14","Chhattisgarh","Durg","682.9","806.8","1181.43"
"1","1991","14","Chhattisgarh","Durg","680.8","773.6","1136.31"
"1","1992","14","Chhattisgarh","Durg","688.0","777.3","1129.8"
"1","1993","14","Chhattisgarh","Durg","703.6","876.7","1246.02"
"1","1994","14","Chhattisgarh","Durg","726.8","967.9","1331.73"
"1","1995","14","Chhattisgarh","Durg","723.3","1052.0","1454.44"
"1","1996","14","Chhattisgarh","Durg","710.9","917.2","1290.2"
"1","1997","14","Chhattisgarh","Durg","735.7","837.5","1138.37"
"1","1998","14","Chhattisgarh","Durg","786.51","684.62","870.45"
"1","1999","14","Chhattisgarh","Durg","769.79","963.04","1251.04"
"1","2000","14","Chhattisgarh","Durg","748.76","467.89","624.89"
"1","2001","14","Chhattisgarh","Durg","756.26","978.69","1294.13"
"1","2002","14","Chhattisgarh","Durg","753.41","484.9","643.6"
"1","2003","14","Chhattisgarh","Durg","766.58","1145.82","1494.73"
"1","2004","14","Chhattisgarh","Durg","775.99","984.31","1268.46"
"1","2005","14","Chhattisgarh","Durg","775.99","984.31","1268.46"
"1","2006","14","Chhattisgarh","Durg","781.7","1177.1","1505.81"
"1","2007","14","Chhattisgarh","Durg","799.89","1095.84","1369.98"
"1","2008","14","Chhattisgarh","Durg","803.37","704.09","876.42"
"1","2009","14","Chhattisgarh","Durg","789.04","622.05","788.37"
"1","2010","14","Chhattisgarh","Durg","777.92","1319.18","1695.77"
"1","2011","14","Chhattisgarh","Durg","806.55","1416.48","1756.23"
"1","2012","14","Chhattisgarh","Durg","807.07","1534.22","1900.97"
"1","2013","14","Chhattisgarh","Durg","819.44","1296.24","1581.86"
"1","2014","14","Chhattisgarh","Durg","834.87","1444.24","1729.89"
"1","2015","14","Chhattisgarh","Durg","817.68","880.6","1076.95"
"1","2016","14","Chhattisgarh","Durg","858.91","1791.66","2085.96"
"1","2017","14","Chhattisgarh","Durg","841.13","983.21","1168.92"
"2","1966","14","Chhattisgarh","Bastar","406.0","261.0","642.86"
"2","1967","14","Chhattisgarh","Bastar","414.0","319.0","770.53"
"2","1968","14","Chhattisgarh","Bastar","423.2","294.0","694.71"
"2","1969","14","Chhattisgarh","Bastar","429.1","329.0","766.72"
"2","1970","14","Chhattisgarh","Bastar","437.7","316.8","723.78"
"2","1971","14","Chhattisgarh","Bastar","445.6","366.6","822.71"
"2","1972","14","Chhattisgarh","Bastar","443.1","285.8","645.0"
"2","1973","14","Chhattisgarh","Bastar","450.5","364.3","808.66"
"2","1974","14","Chhattisgarh","Bastar","451.6","302.9","670.73"
"2","1975","14","Chhattisgarh","Bastar","458.3","407.9","890.03"
"2","1976","14","Chhattisgarh","Bastar","459.6","296.1","644.26"
"2","1977","14","Chhattisgarh","Bastar","473.4","430.4","909.17"
"2","1978","14","Chhattisgarh","Bastar","490.4","402.2","820.15"
"2","1979","14","Chhattisgarh","Bastar","497.5","309.2","621.51"
"2","1980","14","Chhattisgarh","Bastar","519.4","391.8","754.33"
"2","1981","14","Chhattisgarh","Bastar","523.5","389.3","743.65"
"2","1982","14","Chhattisgarh","Bastar","527.7","372.4","705.7"
"2","1983","14","Chhattisgarh","Bastar","538.0","408.0","758.36"
"2","1984","14","Chhattisgarh","Bastar","533.4","395.6","741.66"
"2","1985","14","Chhattisgarh","Bastar","555.4","834.3","1502.16"
"2","1986","14","Chhattisgarh","Bastar","556.0","403.0","724.82"
"2","1987","14","Chhattisgarh","Bastar","555.0","382.0","688.29"
"2","1988","14","Chhattisgarh","Bastar","572.8","553.2","965.78"
"2","1989","14","Chhattisgarh","Bastar","571.7","544.7","952.77"
"2","1990","14","Chhattisgarh","Bastar","579.0","561.9","970.47"
"2","1991","14","Chhattisgarh","Bastar","582.3","624.3","1072.13"
"2","1992","14","Chhattisgarh","Bastar","584.4","533.3","912.56"
"2","1993","14","Chhattisgarh","Bastar","605.3","603.7","997.36"
"2","1994","14","Chhattisgarh","Bastar","609.9","604.0","990.33"
"2","1995","14","Chhattisgarh","Bastar","619.0","589.1","951.7"
"2","1996","14","Chhattisgarh","Bastar","644.1","670.5","1040.99"
"2","1997","14","Chhattisgarh","Bastar","622.8","455.0","730.57"
"2","1998","14","Chhattisgarh","Bastar","627.1","569.8","908.63"
"2","1999","14","Chhattisgarh","Bastar","628.47","676.2","1075.95"
"2","2000","14","Chhattisgarh","Bastar","628.03","523.9","834.2"
"2","2001","14","Chhattisgarh","Bastar","633.99","922.15","1454.52"
"2","2002","14","Chhattisgarh","Bastar","623.9","331.38","531.14"
"2","2003","14","Chhattisgarh","Bastar","632.58","1042.75","1648.41"
"2","2004","14","Chhattisgarh","Bastar","635.47","788.65","1241.05"
"2","2005","14","Chhattisgarh","Bastar","635.47","788.65","1241.05"
"2","2006","14","Chhattisgarh","Bastar","546.54","836.54","1530.61"
"2","2007","14","Chhattisgarh","Bastar","626.07","927.73","1481.83"
"2","2008","14","Chhattisgarh","Bastar","627.78","729.33","1161.76"
"2","2009","14","Chhattisgarh","Bastar","626.66","682.46","1089.04"
"2","2010","14","Chhattisgarh","Bastar","621.89","1184.98","1905.45"
"2","2011","14","Chhattisgarh","Bastar","627.73","772.88","1231.23"
"2","2012","14","Chhattisgarh","Bastar","637.8","1341.33","2103.06"
"2","2013","14","Chhattisgarh","Bastar","642.79","1265.91","1969.4"
"2","2014","14","Chhattisgarh","Bastar","646.7","1377.04","2129.33"
"2","2015","14","Chhattisgarh","Bastar","644.56","664.46","1030.87"
"2","2016","14","Chhattisgarh","Bastar","656.26","1294.97","1973.24"
"2","2017","14","Chhattisgarh","Bastar","660.36","801.82","1214.23"
"3","1966","14","Chhattisgarh","Raipur","717.0","469.0","654.11"
"3","1967","14","Chhattisgarh","Raipur","726.0","625.0","860.88"
"3","1968","14","Chhattisgarh","Raipur","731.5","630.0","861.24"
"3","1969","14","Chhattisgarh","Raipur","735.2","671.2","912.95"
"3","1970","14","Chhattisgarh","Raipur","743.0","898.5","1209.29"
"3","1971","14","Chhattisgarh","Raipur","753.2","699.8","929.1"
"3","1972","14","Chhattisgarh","Raipur","762.1","687.9","902.64"
"3","1973","14","Chhattisgarh","Raipur","771.8","669.5","867.45"
"3","1974","14","Chhattisgarh","Raipur","770.1","415.6","539.67"
"3","1975","14","Chhattisgarh","Raipur","774.7","685.2","884.47"
"3","1976","14","Chhattisgarh","Raipur","775.2","578.6","746.39"
"3","1977","14","Chhattisgarh","Raipur","782.5","904.0","1155.27"
"3","1978","14","Chhattisgarh","Raipur","792.7","686.0","865.4"
"3","1979","14","Chhattisgarh","Raipur","795.0","420.2","528.55"
"3","1980","14","Chhattisgarh","Raipur","812.4","724.7","892.05"
"3","1981","14","Chhattisgarh","Raipur","799.6","791.5","989.87"
"3","1982","14","Chhattisgarh","Raipur","798.9","617.0","772.31"
"3","1983","14","Chhattisgarh","Raipur","802.5","988.8","1232.15"
"3","1984","14","Chhattisgarh","Raipur","804.0","924.3","1149.63"
"3","1985","14","Chhattisgarh","Raipur","821.7","1304.3","1587.32"
"3","1986","14","Chhattisgarh","Raipur","818.0","809.0","989.0"
"3","1987","14","Chhattisgarh","Raipur","822.0","1012.0","1231.14"
"3","1988","14","Chhattisgarh","Raipur","827.9","850.1","1026.81"
"3","1989","14","Chhattisgarh","Raipur","836.1","1186.1","1418.61"
"3","1990","14","Chhattisgarh","Raipur","847.3","1155.0","1363.15"
"3","1991","14","Chhattisgarh","Raipur","854.1","1218.8","1427.0"
"3","1992","14","Chhattisgarh","Raipur","858.6","1382.3","1609.95"
"3","1993","14","Chhattisgarh","Raipur","876.1","1400.1","1598.11"
"3","1994","14","Chhattisgarh","Raipur","899.7","1303.5","1448.82"
"3","1995","14","Chhattisgarh","Raipur","908.4","1314.9","1447.49"
"3","1996","14","Chhattisgarh","Raipur","860.4","1448.8","1683.87"
"3","1997","14","Chhattisgarh","Raipur","918.6","1016.2","1106.25"
"3","1998","14","Chhattisgarh","Raipur","902.0","643.0","712.86"
"3","1999","14","Chhattisgarh","Raipur","950.21","1378.88","1451.13"
"3","2000","14","Chhattisgarh","Raipur","889.78","461.63","518.81"
"3","2001","14","Chhattisgarh","Raipur","902.62","1120.82","1241.74"
"3","2002","14","Chhattisgarh","Raipur","897.85","659.62","734.67"
"3","2003","14","Chhattisgarh","Raipur","912.53","1316.34","1442.52"
"3","2004","14","Chhattisgarh","Raipur","918.33","1147.58","1249.64"
"3","2005","14","Chhattisgarh","Raipur","918.33","1147.58","1249.64"
"3","2006","14","Chhattisgarh","Raipur","918.39","1324.71","1442.43"
"3","2007","14","Chhattisgarh","Raipur","956.63","1483.28","1550.53"
"3","2008","14","Chhattisgarh","Raipur","942.24","1252.38","1329.15"
"3","2009","14","Chhattisgarh","Raipur","928.66","1307.24","1407.66"
"3","2010","14","Chhattisgarh","Raipur","915.4","1521.13","1661.71"
"3","2011","14","Chhattisgarh","Raipur","958.01","1421.37","1483.67"
"3","2012","14","Chhattisgarh","Raipur","993.68","1974.69","1987.25"
"3","2013","14","Chhattisgarh","Raipur","1009.22","1749.21","1733.23"
"3","2014","14","Chhattisgarh","Raipur","1034.99","2127.73","2055.8"
"3","2015","14","Chhattisgarh","Raipur","986.91","1412.83","1431.57"
"3","2016","14","Chhattisgarh","Raipur","1009.29","2432.48","2410.09"
"3","2017","14","Chhattisgarh","Raipur","959.01","1520.95","1585.96"
"4","1966","14","Chhattisgarh","Bilaspur","624.0","325.0","520.83"
"4","1967","14","Chhattisgarh","Bilaspur","624.0","546.0","875.0"
"4","1968","14","Chhattisgarh","Bilaspur","629.5","416.0","660.84"
"4","1969","14","Chhattisgarh","Bilaspur","630.5","453.5","719.27"
"4","1970","14","Chhattisgarh","Bilaspur","631.5","587.9","930.96"
"4","1971","14","Chhattisgarh","Bilaspur","633.8","564.7","890.98"
"4","1972","14","Chhattisgarh","Bilaspur","635.6","534.0","840.15"
"4","1973","14","Chhattisgarh","Bilaspur","639.3","497.5","778.19"
"4","1974","14","Chhattisgarh","Bilaspur","638.2","489.8","767.47"
"4","1975","14","Chhattisgarh","Bilaspur","640.8","646.5","1008.9"
"4","1976","14","Chhattisgarh","Bilaspur","643.2","425.0","660.76"
"4","1977","14","Chhattisgarh","Bilaspur","647.2","690.4","1066.75"
"4","1978","14","Chhattisgarh","Bilaspur","652.9","503.3","770.87"
"4","1979","14","Chhattisgarh","Bilaspur","654.2","217.2","332.01"
"4","1980","14","Chhattisgarh","Bilaspur","656.8","636.5","969.09"
"4","1981","14","Chhattisgarh","Bilaspur","658.1","581.4","883.45"
"4","1982","14","Chhattisgarh","Bilaspur","650.7","401.2","616.57"
"4","1983","14","Chhattisgarh","Bilaspur","662.8","666.8","1006.04"
"4","1984","14","Chhattisgarh","Bilaspur","655.2","546.2","833.64"
"4","1985","14","Chhattisgarh","Bilaspur","661.2","910.1","1376.44"
"4","1986","14","Chhattisgarh","Bilaspur","708.0","967.0","1365.82"
"4","1987","14","Chhattisgarh","Bilaspur","663.0","716.0","1079.94"
"4","1988","14","Chhattisgarh","Bilaspur","647.6","889.1","1372.92"
"4","1989","14","Chhattisgarh","Bilaspur","671.5","698.5","1040.21"
"4","1990","14","Chhattisgarh","Bilaspur","689.5","964.2","1398.4"
"4","1991","14","Chhattisgarh","Bilaspur","690.6","895.4","1296.55"
"4","1992","14","Chhattisgarh","Bilaspur","691.8","724.2","1046.83"
"4","1993","14","Chhattisgarh","Bilaspur","698.1","943.7","1351.81"
"4","1994","14","Chhattisgarh","Bilaspur","719.7","1164.4","1617.9"
"4","1995","14","Chhattisgarh","Bilaspur","691.7","921.0","1331.5"
"4","1996","14","Chhattisgarh","Bilaspur","688.3","922.9","1340.84"
"4","1997","14","Chhattisgarh","Bilaspur","704.1","349.1","495.81"
"4","1998","14","Chhattisgarh","Bilaspur","748.99","608.38","812.27"
"4","1999","14","Chhattisgarh","Bilaspur","753.87","1129.43","1498.18"
"4","2000","14","Chhattisgarh","Bilaspur","704.25","437.56","621.31"
"4","2001","14","Chhattisgarh","Bilaspur","711.68","1012.11","1422.13"
"4","2002","14","Chhattisgarh","Bilaspur","704.96","617.25","875.59"
"4","2003","14","Chhattisgarh","Bilaspur","710.4","1011.96","1424.48"
"4","2004","14","Chhattisgarh","Bilaspur","711.59","874.16","1228.45"
"4","2005","14","Chhattisgarh","Bilaspur","711.59","874.16","1228.45"
"4","2006","14","Chhattisgarh","Bilaspur","712.81","1127.18","1581.33"
"4","2007","14","Chhattisgarh","Bilaspur","716.37","1160.03","1619.32"
"4","2008","14","Chhattisgarh","Bilaspur","749.56","1070.95","1428.76"
"4","2009","14","Chhattisgarh","Bilaspur","696.49","994.29","1427.57"
"4","2010","14","Chhattisgarh","Bilaspur","705.67","1333.61","1889.83"
"4","2011","14","Chhattisgarh","Bilaspur","749.08","1557.35","2079.01"
"4","2012","14","Chhattisgarh","Bilaspur","747.27","1746.82","2337.61"
"4","2013","14","Chhattisgarh","Bilaspur","726.15","1577.16","2171.95"
"4","2014","14","Chhattisgarh","Bilaspur","728.84","1683.92","2310.43"
"4","2015","14","Chhattisgarh","Bilaspur","731.83","1340.65","1831.92"
"4","2016","14","Chhattisgarh","Bilaspur","727.5","1858.19","2554.21"
"4","2017","14","Chhattisgarh","Bilaspur","727.94","1295.71","1779.97"
"5","1966","14","Chhattisgarh","Raigarh","332.0","203.0","611.45"
"5","1967","14","Chhattisgarh","Raigarh","333.0","278.0","834.83"
"5","1968","14","Chhattisgarh","Raigarh","339.4","267.0","786.68"
"5","1969","14","Chhattisgarh","Raigarh","340.0","253.2","744.71"
"5","1970","14","Chhattisgarh","Raigarh","342.2","274.7","802.75"
"5","1971","14","Chhattisgarh","Raigarh","344.6","241.3","700.23"
"5","1972","14","Chhattisgarh","Raigarh","345.3","212.9","616.57"
"5","1973","14","Chhattisgarh","Raigarh","345.9","314.1","908.07"
"5","1974","14","Chhattisgarh","Raigarh","347.7","227.6","654.59"
"5","1975","14","Chhattisgarh","Raigarh","350.8","311.6","888.26"
"5","1976","14","Chhattisgarh","Raigarh","353.4","199.1","563.38"
"5","1977","14","Chhattisgarh","Raigarh","356.7","348.5","977.01"
"5","1978","14","Chhattisgarh","Raigarh","360.3","292.1","810.71"
"5","1979","14","Chhattisgarh","Raigarh","362.4","149.3","411.98"
"5","1980","14","Chhattisgarh","Raigarh","368.0","332.6","903.8"
"5","1981","14","Chhattisgarh","Raigarh","372.8","326.6","876.07"
"5","1982","14","Chhattisgarh","Raigarh","371.0","270.2","728.3"
"5","1983","14","Chhattisgarh","Raigarh","375.1","361.8","964.54"
"5","1984","14","Chhattisgarh","Raigarh","378.9","292.6","772.24"
"5","1985","14","Chhattisgarh","Raigarh","387.5","373.4","963.61"
"5","1986","14","Chhattisgarh","Raigarh","392.0","330.0","841.84"
"5","1987","14","Chhattisgarh","Raigarh","392.0","320.0","816.33"
"5","1988","14","Chhattisgarh","Raigarh","407.3","413.1","1014.24"
"5","1989","14","Chhattisgarh","Raigarh","418.2","377.5","902.68"
"5","1990","14","Chhattisgarh","Raigarh","412.5","397.8","964.36"
"5","1991","14","Chhattisgarh","Raigarh","413.3","457.3","1106.46"
"5","1992","14","Chhattisgarh","Raigarh","413.9","436.6","1054.84"
"5","1993","14","Chhattisgarh","Raigarh","417.9","513.9","1229.72"
"5","1994","14","Chhattisgarh","Raigarh","419.9","561.6","1337.46"
"5","1995","14","Chhattisgarh","Raigarh","417.2","431.6","1034.52"
"5","1996","14","Chhattisgarh","Raigarh","420.4","541.2","1287.35"
"5","1997","14","Chhattisgarh","Raigarh","419.7","342.6","816.3"
"5","1998","14","Chhattisgarh","Raigarh","592.6","661.2","1115.76"
"5","1999","14","Chhattisgarh","Raigarh","420.8","476.0","1131.18"
"5","2000","14","Chhattisgarh","Raigarh","421.0","237.75","564.73"
"5","2001","14","Chhattisgarh","Raigarh","420.68","526.7","1252.02"
"5","2002","14","Chhattisgarh","Raigarh","419.69","284.59","678.1"
"5","2003","14","Chhattisgarh","Raigarh","422.96","547.37","1294.14"
"5","2004","14","Chhattisgarh","Raigarh","421.56","417.86","991.22"
"5","2005","14","Chhattisgarh","Raigarh","421.56","417.86","991.22"
"5","2006","14","Chhattisgarh","Raigarh","421.04","437.91","1040.07"
"5","2007","14","Chhattisgarh","Raigarh","423.06","532.65","1259.04"
"5","2008","14","Chhattisgarh","Raigarh","423.29","500.83","1183.18"
"5","2009","14","Chhattisgarh","Raigarh","420.75","470.53","1118.31"
"5","2010","14","Chhattisgarh","Raigarh","435.05","598.26","1375.15"
"5","2011","14","Chhattisgarh","Raigarh","421.32","602.66","1430.41"
"5","2012","14","Chhattisgarh","Raigarh","422.65","641.28","1517.28"
"5","2013","14","Chhattisgarh","Raigarh","418.44","580.76","1387.92"
"5","2014","14","Chhattisgarh","Raigarh","408.9","657.79","1608.68"
"5","2015","14","Chhattisgarh","Raigarh","409.45","414.89","1013.29"
"5","2016","14","Chhattisgarh","Raigarh","424.24","763.72","1800.23"
"5","2017","14","Chhattisgarh","Raigarh","411.12","623.29","1516.07"
"6","1966","14","Chhattisgarh","Surguja","284.0","89.0","313.38"
"6","1967","14","Chhattisgarh","Surguja","278.0","182.0","654.68"
"6","1968","14","Chhattisgarh","Surguja","284.3","153.0","538.16"
"6","1969","14","Chhattisgarh","Surguja","284.9","191.9","673.57"
"6","1970","14","Chhattisgarh","Surguja","288.2","195.8","679.39"
"6","1971","14","Chhattisgarh","Surguja","290.3","250.7","863.59"
"6","1972","14","Chhattisgarh","Surguja","294.4","150.4","510.87"
"6","1973","14","Chhattisgarh","Surguja","295.9","221.6","748.9"
"6","1974","14","Chhattisgarh","Surguja","295.6","139.0","470.23"
"6","1975","14","Chhattisgarh","Surguja","299.1","222.8","744.9"
"6","1976","14","Chhattisgarh","Surguja","299.6","141.5","472.3"
"6","1977","14","Chhattisgarh","Surguja","306.1","270.2","882.72"
"6","1978","14","Chhattisgarh","Surguja","311.7","204.0","654.48"
"6","1979","14","Chhattisgarh","Surguja","294.4","75.3","255.77"
"6","1980","14","Chhattisgarh","Surguja","308.4","247.1","801.23"
"6","1981","14","Chhattisgarh","Surguja","312.9","218.5","698.31"
"6","1982","14","Chhattisgarh","Surguja","312.8","229.7","734.34"
"6","1983","14","Chhattisgarh","Surguja","318.7","216.2","678.38"
"6","1984","14","Chhattisgarh","Surguja","329.1","219.2","666.06"
"6","1985","14","Chhattisgarh","Surguja","329.5","249.7","757.81"
"6","1986","14","Chhattisgarh","Surguja","336.0","256.0","761.9"
"6","1987","14","Chhattisgarh","Surguja","342.0","237.0","692.98"
"6","1988","14","Chhattisgarh","Surguja","353.0","283.0","801.7"
"6","1989","14","Chhattisgarh","Surguja","355.4","338.6","952.73"
"6","1990","14","Chhattisgarh","Surguja","351.2","417.7","1189.35"
"6","1991","14","Chhattisgarh","Surguja","351.9","301.0","855.36"
"6","1992","14","Chhattisgarh","Surguja","351.2","243.9","694.48"
"6","1993","14","Chhattisgarh","Surguja","352.9","279.2","791.16"
"6","1994","14","Chhattisgarh","Surguja","361.5","402.3","1112.86"
"6","1995","14","Chhattisgarh","Surguja","362.0","318.7","880.39"
"6","1996","14","Chhattisgarh","Surguja","370.5","391.3","1056.14"
"6","1997","14","Chhattisgarh","Surguja","369.4","298.7","808.61"
"6","1998","14","Chhattisgarh","Surguja","373.7","273.2","731.07"
"6","1999","14","Chhattisgarh","Surguja","379.81","431.72","1136.67"
"6","2000","14","Chhattisgarh","Surguja","377.94","240.59","636.58"
"6","2001","14","Chhattisgarh","Surguja","384.88","513.26","1333.56"
"6","2002","14","Chhattisgarh","Surguja","377.85","257.13","680.51"
"6","2003","14","Chhattisgarh","Surguja","383.94","503.4","1311.14"
"6","2004","14","Chhattisgarh","Surguja","380.93","374.25","982.46"
"6","2005","14","Chhattisgarh","Surguja","380.93","374.25","982.46"
"6","2006","14","Chhattisgarh","Surguja","383.16","403.92","1054.18"
"6","2007","14","Chhattisgarh","Surguja","380.88","435.45","1143.27"
"6","2008","14","Chhattisgarh","Surguja","382.59","449.93","1176.01"
"6","2009","14","Chhattisgarh","Surguja","376.0","270.74","720.05"
"6","2010","14","Chhattisgarh","Surguja","371.28","399.46","1075.9"
"6","2011","14","Chhattisgarh","Surguja","377.14","530.08","1405.53"
"6","2012","14","Chhattisgarh","Surguja","373.71","610.07","1632.47"
"6","2013","14","Chhattisgarh","Surguja","371.71","633.47","1704.2"
"6","2014","14","Chhattisgarh","Surguja","381.43","687.04","1801.22"
"6","2015","14","Chhattisgarh","Surguja","369.32","440.9","1193.82"
"6","2016","14","Chhattisgarh","Surguja","376.38","652.25","1732.96"
"6","2017","14","Chhattisgarh","Surguja","377.07","524.07","1389.84"
"7","1966","6","Madhya Pradesh","Jabalpur","119.0","21.0","176.47"
"7","1967","6","Madhya Pradesh","Jabalpur","120.0","67.0","558.33"
"7","1968","6","Madhya Pradesh","Jabalpur","124.0","45.0","362.9"
"7","1969","6","Madhya Pradesh","Jabalpur","127.9","62.3","487.1"
"7","1970","6","Madhya Pradesh","Jabalpur","126.8","82.5","650.63"
"7","1971","6","Madhya Pradesh","Jabalpur","129.3","92.5","715.39"
"7","1972","6","Madhya Pradesh","Jabalpur","129.6","57.0","439.81"
"7","1973","6","Madhya Pradesh","Jabalpur","118.4","62.9","531.25"
"7","1974","6","Madhya Pradesh","Jabalpur","118.4","38.6","326.01"
"7","1975","6","Madhya Pradesh","Jabalpur","123.3","93.6","759.12"
"7","1976","6","Madhya Pradesh","Jabalpur","126.6","61.7","487.36"
"7","1977","6","Madhya Pradesh","Jabalpur","129.9","117.0","900.69"
"7","1978","6","Madhya Pradesh","Jabalpur","135.8","95.2","701.03"
"7","1979","6","Madhya Pradesh","Jabalpur","134.7","1.7","12.62"
"7","1980","6","Madhya Pradesh","Jabalpur","132.2","66.1","500.0"
"7","1981","6","Madhya Pradesh","Jabalpur","127.9","43.0","336.2"
"7","1982","6","Madhya Pradesh","Jabalpur","114.6","55.0","479.93"
"7","1983","6","Madhya Pradesh","Jabalpur","125.9","84.6","671.96"
"7","1984","6","Madhya Pradesh","Jabalpur","125.9","43.1","342.34"
"7","1985","6","Madhya Pradesh","Jabalpur","133.6","101.8","761.98"
"7","1986","6","Madhya Pradesh","Jabalpur","127.0","24.0","188.98"
"7","1987","6","Madhya Pradesh","Jabalpur","113.0","68.0","601.77"
"7","1988","6","Madhya Pradesh","Jabalpur","132.0","78.8","596.97"
"7","1989","6","Madhya Pradesh","Jabalpur","126.0","58.9","467.46"
"7","1990","6","Madhya Pradesh","Jabalpur","135.5","111.8","825.09"
"7","1991","6","Madhya Pradesh","Jabalpur","138.4","75.0","541.91"
"7","1992","6","Madhya Pradesh","Jabalpur","144.8","95.4","658.84"
"7","1993","6","Madhya Pradesh","Jabalpur","147.3","100.2","680.24"
"7","1994","6","Madhya Pradesh","Jabalpur","149.0","113.0","758.39"
"7","1995","6","Madhya Pradesh","Jabalpur","152.4","112.6","738.85"
"7","1996","6","Madhya Pradesh","Jabalpur","153.2","86.3","563.32"
"7","1997","6","Madhya Pradesh","Jabalpur","161.8","86.2","532.76"
"7","1998","6","Madhya Pradesh","Jabalpur","56.1","28.8","513.37"
"7","1999","6","Madhya Pradesh","Jabalpur","164.7","173.4","1052.82"
"7","2000","6","Madhya Pradesh","Jabalpur","164.3","72.0","438.22"
"7","2001","6","Madhya Pradesh","Jabalpur","172.7","144.9","839.03"
"7","2002","6","Madhya Pradesh","Jabalpur","170.1","96.5","567.31"
"7","2003","6","Madhya Pradesh","Jabalpur","178.2","174.3","978.11"
"7","2004","6","Madhya Pradesh","Jabalpur","180.52","162.82","901.95"
"7","2005","6","Madhya Pradesh","Jabalpur","168.96","145.9","863.52"
"7","2006","6","Madhya Pradesh","Jabalpur","173.4","103.71","598.1"
"7","2007","6","Madhya Pradesh","Jabalpur","153.8","53.52","347.98"
"7","2008","6","Madhya Pradesh","Jabalpur","173.3","103.69","598.33"
"7","2009","6","Madhya Pradesh","Jabalpur","135.2","78.8","582.84"
"7","2010","6","Madhya Pradesh","Jabalpur","151.1","155.0","1025.81"
"7","2011","6","Madhya Pradesh","Jabalpur","157.6","204.5","1297.59"
"7","2012","6","Madhya Pradesh","Jabalpur","182.13","292.91","1608.25"
"7","2013","6","Madhya Pradesh","Jabalpur","188.69","364.36","1931.0"
"7","2014","6","Madhya Pradesh","Jabalpur","179.0","228.0","1273.74"
"7","2015","6","Madhya Pradesh","Jabalpur","169.0","189.33","1120.3"
"7","2016","6","Madhya Pradesh","Jabalpur","225.0","652.66","2900.71"
"7","2017","6","Madhya Pradesh","Jabalpur","210.2","526.17","2503.19"
"8","1966","6","Madhya Pradesh","Balaghat","211.0","98.0","464.45"
"8","1967","6","Madhya Pradesh","Balaghat","213.0","197.0","924.88"
"8","1968","6","Madhya Pradesh","Balaghat","217.4","188.0","864.77"
"8","1969","6","Madhya Pradesh","Balaghat","219.1","220.6","1006.85"
"8","1970","6","Madhya Pradesh","Balaghat","220.6","236.9","1073.89"
"8","1971","6","Madhya Pradesh","Balaghat","222.5","264.7","1189.66"
"8","1972","6","Madhya Pradesh","Balaghat","223.3","138.7","621.14"
"8","1973","6","Madhya Pradesh","Balaghat","222.6","197.5","887.24"
"8","1974","6","Madhya Pradesh","Balaghat","221.8","110.2","496.84"
"8","1975","6","Madhya Pradesh","Balaghat","220.6","226.6","1027.2"
"8","1976","6","Madhya Pradesh","Balaghat","223.0","193.6","868.16"
"8","1977","6","Madhya Pradesh","Balaghat","227.3","282.3","1241.97"
"8","1978","6","Madhya Pradesh","Balaghat","226.3","226.4","1000.44"
"8","1979","6","Madhya Pradesh","Balaghat","220.7","98.8","447.67"
"8","1980","6","Madhya Pradesh","Balaghat","225.7","316.9","1404.08"
"8","1981","6","Madhya Pradesh","Balaghat","228.0","282.2","1237.72"
"8","1982","6","Madhya Pradesh","Balaghat","225.1","228.7","1015.99"
"8","1983","6","Madhya Pradesh","Balaghat","228.2","280.2","1227.87"
